style,Name,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall
Lager,Schwarzbier,Köstritzer Schwarzbierbrauerei GmbH & Co.,Köstritzer Schwarzbierbrauerei GmbH & Co. Köstritzer Schwarzbier,"Notes:First-class, refined ingredients, the unique recipe and a passionate brewing tradition that you can taste: Köstritzer Schwarzbier stands for pleasure in perfection. It is the unique roasting of malting barley to the finest roasted malt, which gives Köstritzer Schwarzbier its unique malt aroma and unmatched character.The market leader in the segment of bottom-fermented, dark beers presents itself in an elegant, bubbly manner, and promises a special kind of beer experience at first sight with its strong color and pronounced foam crown.Taste the difference and enjoy Germany's most popular black beer.\t",4.8,20,30,26,80,13,59,51,17,1,13,41,24,123,3.66259,4.041007,3.784173,3.890647,4.038849
Lager,Baba Black Lager,Uinta Brewing Company,Uinta Brewing Company Baba Black Lager,"Notes:Robust and smooth, this full-flavored lager is exceptionally drinkable and pitch black in color.32 IBU\t",4,20,30,28,69,4,48,41,9,0,9,29,13,101,3.5,3.9,3.733333,3.5,3.566667
Lager,Saranac Black Forest Black Beer,Matt Brewing Company,Matt Brewing Company Saranac Black Forest,"Notes:A Bavarian Black beer with distinctive caramel malt sweetness and a rich creamy trademark head. Flavorful, yet smooth…very drinkable!\t",5.5,20,30,19,43,3,31,57,10,0,15,34,3,73,3.54512,3.813076,3.596685,3.748619,3.808471
Lager,Howl,Magic Hat Brewing Company,Magic Hat Brewing Company Howl,"Notes:Born of dark and cold and snow in the marrow of the northeast's longest night, Howl comes in on wailing winds with winter-weary eyes burning holes in sunless shadows. In its darkened depths our inner voids are warmed.32 IBU\t",4.6,20,30,22,74,7,69,42,4,0,2,33,14,114,3.578811,3.829457,3.680879,3.717054,3.812661
Lager,Black Bavarian,Sprecher Brewing Company,Sprecher Brewing Company Black Bavarian,Notes:Bronze Medal Winner in the European Darks category at the 1988 Great American Beer Festival (GABF).\t,6,20,30,9,59,9,58,37,4,0,3,30,9,107,3.905213,4.093602,4.027251,4.162322,4.132701
Lager,Mönchshof Schwarzbier,Kulmbacher Brauerei AG,Kulmbacher Brauerei AG Mönchshof Schwarzbier,Notes:,4.9,20,30,13,70,5,43,52,11,1,14,34,7,100,3.851275,4.056657,3.92068,4.032578,4.189802
Lager,Ugly Pug Black Lager,Rahr & Sons Brewing Company,Rahr & Sons Brewing Company Ugly Pug Black Lager,Notes:,4.5,20,30,14,53,4,40,55,2,1,1,26,8,75,3.53125,3.767361,3.493056,3.607639,3.725694
Lager,Krušovice Cerne,Královský Pivovar Krušovice a.s.,Královský Pivovar Krušovice a.s. Krušovice Cerne,Notes:,3.8,20,30,24,58,3,58,40,6,0,7,49,6,91,3.449735,3.851852,3.465608,3.526455,3.685185
Lager,Schwarzbier,The Duck-Rabbit Craft Brewery,The Duck-Rabbit Craft Brewery Duck-Rabbit Schwarzbier,"Notes:The Duck-Rabbit Schwarzbier is a refreshing summer lager (sometimes referred to as a ""black pils""). In true Duck-Rabbit fashion, we've made ours extra schwarzy! It's very dark and quite roasty. Lots of Hallertau hops give this brew an authentic German character.\t",5.8,20,30,21,78,6,83,37,3,2,5,59,26,131,4.003676,4.029412,3.860294,4.084559,4.073529
Lager,Dark Helmet,Westbrook Brewing Co.,Westbrook Brewing Co. Dark Helmet,"Notes:Dark Helmet is a German-style black lager (or Schwarzbier) brewed with 10% malted rye. Chocolate and Carafa malts give this beer its dark color and ludicrously smooth, roasty flavor. May the Schwarz be with you!25 IBU\t",6,20,30,7,61,2,46,34,2,0,2,30,14,109,3.8,3.9,4,4.2,4.3
Lager,Krombacher Dark,Krombacher Brauerei,Krombacher Brauerei Krombacher Dark,Notes:,4.7,20,30,17,47,3,34,36,1,0,1,24,8,88,3.375,3.90625,3.5,3.59375,3.65625
Lager,S1nist0r Black Ale,10 Barrel Brewing Co.,10 Barrel Brewing Co. S1nist0r Black Ale,"Notes:We craft our S1NIST0R Black Ale using a special German dehusked black malt that is free of astringency, giving the beer a rich black color without the traditional dark beer characteristics. You will notice subtle hints of chocolate with an easy drinking balance on the back end. In the glass the dark color may look intimidating to some, but don't let this beer fool you. Our unique combination of malts creates a very light body and smooth finish.28 IBU\t",5.7,20,30,10,67,10,47,31,15,0,12,31,12,79,3.548387,3.806452,3.419355,3.612903,3.758065
Lager,Schwarzbier,Gordon Biersch Brewery Restaurant,Gordon Biersch Brewery Restaurant Gordon Biersch Schwarzbier,Notes:21 IBU\t,4.2,20,30,21,72,0,40,54,7,1,4,11,15,107,3.634615,3.852564,3.602564,3.762821,3.884615
Lager,Black Thunder,Austin Beerworks,Austin Beerworks Black Thunder,Notes:,5.2,20,30,23,70,4,61,47,9,0,6,41,4,127,3.75,4,4,3.75,3.75
Lager,BREWtality - Espresso Black Bier,Midnight Sun Brewing Co.,Midnight Sun Brewing Co. BREWtality - Espresso Black Bier,"Notes:Combining jet black color with incredibly smooth texture and decadent coffee flavor, BREWTALITY breaks the expectations of both rich espresso and dark beer to create a whole 'nuther beast. While brutal in alcoholic strength, this biggie beautifully showcases its roasted malt and coffee flavors without bringing on bitterness and bite. This is the first of two lagers in the series.17 IBU\t",9.7,20,30,16,129,40,143,92,19,0,22,39,13,214,4.347826,4.086957,3.978261,4.23913,4.043478
Lager,Sustenance Black Beer - Bourbon Barrel-Aged,Short's Brewing Company,Short's Brewing Company Short's Bourbon Barrel Sustenance Black Beer,Notes:Sustenance Black Beer aged it in bourbon barrels for 11 months.\t,6.5,20,30,14,98,126,28,67,23,0,17,18,31,159,3.955224,3.940299,3.768657,3.947761,3.955224
Lager,Sustenance Black Bier,Short's Brewing Company,Short's Brewing Company Short's Sustenance Black Bier,Notes:,6,20,30,20,101,22,89,71,27,0,21,70,30,119,3.715278,3.833333,3.694444,3.784722,3.805556
Lager,Dark Helmet Imperial Schwarzbier,The Brew Kettle Taproom & Smokehouse / Production Works,The Brew Kettle Taproom & Smokehouse / Production Works Ringneck Dark Helmet Imperial Schwarzbier,"Notes:A true TBK original, we kick this German-style black lager up a couple notches. Big clean malty flavor with just a hint of roasted malt.""May the Schwartz be with you!""\t",8,20,30,15,86,28,48,96,19,0,22,34,23,140,3.553571,3.785714,3.642857,3.642857,3.607143
Lager,Zeitgeist,BrewDog,BrewDog Zeitgeist,Notes:,4.9,20,30,31,88,9,70,67,20,1,21,46,14,123,3.616667,3.708333,3.641667,3.633333,3.741667
Lager,LA-31 Bière Noire,Bayou Teche Brewery,Bayou Teche Brewery LA-31 Bière Noire,"Notes:We use specially roasted German malts and select American hops which provide our LA-31 Bière Noire a small bite of noble bitterness and a dry, French roasted coffee flavor.\t",5.25,20,30,13,57,7,41,46,16,0,14,27,5,90,3.916667,3.5,3.75,3.5,3.333333
Lager,Black Radish Dark Lager,Weeping Radish Eco Farm & Brewery,Weeping Radish Eco Farm & Brewery Black Radish Dark Lager,Notes:,5.3,20,30,20,66,5,52,47,11,0,11,28,6,113,3.37234,3.680851,3.574468,3.531915,3.531915
Lager,Das Schwarze,Dinkelacker-Schwabenbraeu AG,Dinkelacker-Schwabenbraeu AG Das Schwarze,Notes:,4.9,20,30,18,72,2,45,68,8,0,11,36,5,134,3.631579,3.868421,3.710526,3.710526,3.894737
Lager,Miner Mishap,Choc Beer Co. / Pete's Place,Choc Beer Co. / Pete's Place Miner Mishap,Notes:28 IBU\t,5.3,20,30,18,81,13,58,82,14,0,5,29,15,121,3.476471,3.711765,3.470588,3.494118,3.541176
Lager,Saranac Black Lager,Matt Brewing Company,Matt Brewing Company Saranac Black Lager,Notes:,5.5,20,30,8,67,9,52,50,5,0,5,53,4,103,3.295455,3.606061,3.469697,3.378788,3.545455
Lager,Herold Bohemian Black Lager,Pivovar Herold B&#345;eznice A.s.,Pivovar Herold B&#345;eznice A.s. Herold Bohemian Black Lager,Notes:,5.2,20,30,14,83,9,71,71,17,0,27,43,23,128,3.89011,4.071429,3.901099,4.005495,4.071429
Lager,Dos Equis Ambar,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Dos Equis Amber Lager","Notes:Dos Equis Ambar (Amber) is a vienna style lager that was originally brewed by the German-born Mexican brewer Wilhelm Hasse in 1897.The brand was named ""Siglo XX"" (""20th century"") to commemorate the arrival of the new century, and the bottles were marked with the Roman numerals ""XX"", or ""Dos Equis"" (two X).\t",4.7,15,30,14,32,3,28,53,11,3,10,57,16,94,2.884164,3.279326,3.066716,3.08871,3.35044
Lager,Vienna Lager,Devils Backbone Brewing Company,Devils Backbone Brewing Company Vienna Lager,"Notes:Vienna-Style Lager.This is our Ol’ Faithful. No, it’s not a geothermal phenomenon. It’s the beer everybody, including professional beer judges, just seems to dig. Maybe they like how it’s smooth, medium-bodied, and semi-sweet, while not too heavy or bitter. Maybe it’s the amber color, or the blend of four imported malts balanced by two Germanic hops, or the fact that it takes five weeks to get right. Or maybe it’s all the above.Malts: Vienna, Pilsner, Dark Munich, CaraAmberHops: Northern Brewer, SaazIBU: 18COLOR: Amber\t",5.2,15,30,7,30,2,31,31,8,0,4,44,3,67,3.863636,4,3.909091,4.090909,4.181818
Lager,Vienna Style Lager,Sierra Nevada Brewing Co.,Sierra Nevada Brewing Co. Sierra Nevada Vienna Style Lager,"Notes:Vienna-style beers are among the world’s first light-colored lagers and were on the brink of extinction until American craft brewers helped revive the style; it’s a good thing they did. These delicate and extremely balanced amber beers rely on semi-sweet and bready malt flavors but walk a fine line with both malt and hop character shouldering equal weight. Our take on the style features whole-cone European hops, which add to the dry finish.\t",5.3,15,30,30,38,4,41,62,20,0,23,66,23,103,3.5,3.7,3.6,3.8,3.8
Lager,Red Lager,Jacob Leinenkugel Brewing Company,Jacob Leinenkugel Brewing Company Leinenkugel's Red,Notes:,4.9,15,30,17,26,7,42,28,4,0,6,65,7,80,3.037383,3.439252,3.056075,3.15109,3.323988
Lager,Victoria,Grupo Modelo S.A. de C.V.,Grupo Modelo S.A. de C.V. Victoria,Notes:,4,15,30,10,16,5,9,23,7,0,4,14,8,54,2.825843,3.157303,2.983146,3.011236,3.224719
Lager,Schell's FireBrick,August Schell Brewing Company,August Schell Brewing Company FireBrick,"Notes:FireBrick was introduced in 1999, and is named after the bricks that line Schell's old boilers. It is the culmination of an effort to bridge the gap between the ""popular-tasting"" beers and the heartier, hand-crafted ones.FireBrick is a refreshing all-malt lager with an amber-red hue that reflects the feeling of the brewery itself.It has been described by Ted Marti as having a ""subtle maltiness combined with a hint of hoppy taste that creates a mild, pleasantly drinkable beer."" It is made with four specialty malts, along with Vanguard, Chinook and Hallertau hops.\t",5,15,30,11,35,8,42,40,12,0,10,55,16,85,3.453488,3.769767,3.583721,3.669767,3.834884
Lager,Special Amber,Sprecher Brewing Company,Sprecher Brewing Company Special Amber,"Notes:A delicate balance of toasted malt and fresh hops give this medium-bodied German-style lager an intriguing, complex malt flavor. A creamy head, deep golden color and an impressive hop bouquet make this a very special beer.\t",5,15,30,14,38,7,51,57,23,0,28,71,12,90,3.458861,3.693038,3.639241,3.594937,3.737342
Lager,Indio,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Indio",Notes:,4.1,15,30,4,24,4,8,40,8,4,6,8,1,58,3.242857,3.542857,3.4,3.371429,3.757143
Lager,Big Bark Amber Lager,Live Oak Brewing Company,Live Oak Brewing Company Live Oak Big Bark Amber Lager,Notes:,4.9,15,30,16,33,11,35,31,13,1,9,56,5,91,3.525641,3.769231,3.564103,3.628205,3.705128
Lager,Dynamo Copper Lager,Metropolitan Brewing,Metropolitan Brewing Dynamo Copper Lager,"Notes:If malt and hops are the two poles of brewing, this beer is the gently spinning sweet spot between them. First, you’ll notice the spicy aromas of Vanguard and Liberty hops. Then - wipe the foam off the tip of your nose - dive into the toasty flavor of Vienna malt. Dynamo starts strong and finishes crisp and smooth. The balanced flavors, aromas, and even the coppery-red tones of this beer go great with everything. Fear no pairing. The best time to enjoy Dynamo is when you’re thirsty.29 IBU\t",5.8,15,30,19,41,8,40,57,11,4,15,55,6,112,3.625,3.808333,3.85,3.75,3.991667
Lager,The Raven Special Lager,B.W. Beer Works USA,B.W. Beer Works USA The Raven Special Lager,"Notes:The Raven Special Lager is a perfect balanced lager beer that goes well with any kind of food, but particularly with spicy food or when you just want to sit down and enjoy a beer with friends. With a shot of Woodford Reserve chased with chilled Raven is a near perfect combination. The rich golden colored beer is an exceptionally smooth Southern German lager, somewhat malty but well balanced between the hops and malt. Experiencing the clean finish and pleasant lingering aftertaste of The Raven Special Lager, one can truly say that The Taste Is Poetic.18 IBU\t",5.25,15,30,24,30,7,26,54,17,1,18,37,11,92,3.370968,3.387097,3.491935,3.532258,3.629032
Lager,Jenny Lake Lager,Snake River Brewing Company & Brewpub,Snake River Brewing Company & Brewpub Snake River Lager,"Notes:Formerly Snake River LagerSnake River Lager is our most popular beer. This is an amber colored Vienna style lager. The rich, caramel flavor is balanced with the use of several hop varieties for a subtle hop note. An authentic German lager yeast strain adds to the true flavor of this beer. The malt forward profile of Snake River Lager makes it a fine complement to pizzas and red meat.\t",4.8,15,30,12,54,8,35,78,11,3,16,53,2,134,3.690789,3.796053,3.815789,3.796053,3.967105
Lager,1906 Reserva Especial,"Hijos De Rivera, S.A.","Hijos De Rivera, S.A. 1906 Reserva Especial","Notes:Elegant, bright, amber beer. Aromas of roasted malt with soft notes of caramel and coffee. Water from the city of A Coruña, two-stroke malts (Pilsen and toast), corn, and hops Perle Hallertau. Selected yeast from Hijos of Rivera. Hops with slight floral and herbal nuances on the nose. Roasted taste predominates on the palate, with the hint of a pleasant, well-integrated warmth with each drink. Made from a specific wort in the exclusive production centre, Hijos de Rivera in A Coruña. It has one of the longest ageing periods among national lagers.\t",6.5,15,30,21,26,9,34,47,10,3,10,61,7,88,2.825,3.25,3.1,2.9,2.9
Lager,Pietra (Amber),Brasserie Pietra,Brasserie Pietra Amber,"Notes:Pietra, the chestnut beerBeer of the land and naturePIETRA is a specialty beer, of low fermentation.Using traditional methods it is brewed from selected malts and chestnut flour.The chestnuts used come from the most beautiful and highest chestnut grove in Europe, located in the Castagniccia, at an altitude of over 1,000 meters.Every autumn the fruit is hand-picked, transported down the hill on donkeys and sorted by hand. This guarantees flour of a very high quality, from a totally natural environment.Highly fermentable, chestnut flour has an excellent impact on the quality of the head and gives beer its beautiful coloring. Mixed into the malt during the mashing process, the chestnut flour is a prime ingredient and not just a flavoring.This recipe, unique in the world, gives PIETRA its conflicting taste accentuating a lingering subtle bitterness.Powerful and delicate, robust and smooth, Pietra has a 6% alcohol content. It displays a beautiful amber color, an intense chestnut head, dense and creamy, making the pleasure of tasting it all the more enjoyable.\t",6,15,30,25,28,18,26,51,19,0,9,57,5,126,3.416667,3.5,3.458333,3.583333,3.541667
Lager,Mac Queen's Nessie,Brauerei Schloss Eggenberg,Brauerei Schloss Eggenberg Mac Queen's Nessie,"Notes:Note: New recipe from 2008, gravity went down from 16° to 12°, alcohol from 7.3% to 5%\t",5,15,30,16,45,46,28,66,32,2,30,44,21,113,3.252577,3.319588,3.319588,3.237113,3.293814
Lager,Wild Hop Organic Amber LagerGreen Valley Brewing Company (Crooked Creek),Green Valley Brewing Company (Crooked Creek),Green Valley Brewing Company (Crooked Creek) Wild Hop Organic Amber Lager,Notes:,0,15,30,24,40,8,48,34,20,0,12,63,4,58,3.014493,3.315217,3.057971,3.039855,3.228261
Lager,Oktoberfest,Hinterland Brewery Restaurant,Hinterland Brewery Restaurant Oktoberfest,"Notes:Joe, our Brew Master, went to Munich for a few days of inspiration for this Vienna style beer. He came back 3 weeks later, a little cloudy but focused on nailing this now popular brew.MALT:\tVienna, 2 Row, Carafoam, Dark Wheat, MelanoidinHOPS:\tHallertau22 IBU\t",6,15,30,26,61,16,70,35,26,2,22,91,4,112,3.758621,3.758621,3.862069,3.862069,3.965517
Lager,Menabrea Ambrata,Birra Menabrea SpA,Birra Menabrea SpA Menabrea Ambrata,Notes:Also known as Menabrea 150° Anniversario Amber\t,5,15,30,19,35,4,27,58,13,0,12,36,3,108,3.25,3.75,3,2.875,3.375
Lager,Ybor Gold Amber Lager,Florida Beer Company,Florida Beer Company Ybor Gold Amber Lager,Notes:,4.6,15,30,20,26,2,28,37,13,5,9,43,5,73,3.161765,3.242647,3.308824,3.323529,3.448529
Lager,Bohemia Oscura,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Bohemia Obscura",Notes:Bohemia Oscura is a Vienna type beer. It offers the perfect balance of caramel and toasted malts that give off notes from walnut and coffee.\t,5.5,15,30,13,39,11,24,50,11,0,17,25,2,107,3.176471,3.588235,3.558824,3.617647,3.735294
